INPUT_TABLE
Variable ID
IndiaAvgFossilEffKeyword_elec_cool

region,supplysector,nesting-subsector1,nesting-subsector2,subsector,stub.technology,year,average.fossil.efficiency
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2090,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2095,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2100,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),1975,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),1990,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),2005,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),2010,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),2015,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),2020,1
